Date,Time,NO,NO2,CO,CO 8hr,O3,O3 8hr,PM2.5,PM10,Wind Speed,Wind Dir,Temperature,RH,Solar Rad,BP,Rain,V Wind Speed
12/30/2014,20:00,5.59,28.36,3.11,2.43,2.44,14.96,183.23,,1.14,245.16,19.38,86.73,7.24,1012.0,,
10/10/2018,22:00,4.52,7.19,,,,,16.94,33.87,0.81,71.28,23.98,94.43,7.63,1011.69,0.14,
7/29/2015,16:00,5.04,9.82,7.39,,3.6,,9.99,80.34,5.34,71.95,34.0,48.77,405.21,993.59,0.03,
01/03/2013,19:00,13.75,11.46,,6.67,5.13,10.94,122.26,263.05,0.96,113.39,21.51,67.5,8.08,1095.01,,
5/14/2018,23:00,2.19,7.89,,,,,49.84,109.53,2.82,146.85,26.17,80.32,7.45,1007.0,0.02,
3/15/2015,07:00,0.1,16.32,3.16,4.03,,,94.56,172.12,2.73,41.85,21.16,69.93,46.83,1014.16,,
09/05/2017,19:00,4.52,4.53,,,,,27.59,64.25,4.02,197.47,28.04,83.62,8.02,1002.76,,
8/30/2017,08:00,3.18,1.7,,,,,,16.93,1.01,331.9,25.53,96.89,30.1,1005.47,3.35,
06/11/2013,12:00,2.86,5.45,0.66,0.72,37.82,16.97,10.83,53.5,12.99,94.14,37.3,32.79,1017.8,1078.93,0.03,3.74
5/28/2014,17:00,4.49,14.45,0.74,0.57,,0.06,14.14,22.93,2.92,127.46,26.62,92.67,53.71,,2.21,
06/04/2019,06:00,9.72,9.48,0.32,0.65,2.49,1.36,43.93,81.69,0.45,57.88,23.89,83.09,9.1,1009.8,0.04,
28/06/2019,01:00,9.83,12.35,0.53,0.68,1.16,1.89,22.0,30.96,0.4,36.22,25.77,97.37,7.92,999.01,3.22,
10/01/2015,19:00,,,,,2.26,,61.16,129.51,1.5,235.49,30.94,77.01,7.74,1007.6,,
6/29/2016,07:00,3.28,3.44,0.4,0.94,6.08,,6.03,15.36,0.56,273.98,26.65,92.81,45.35,1004.87,0.05,
7/23/2014,01:00,5.71,14.2,1.3,1.39,4.64,6.71,24.97,52.03,2.06,,27.98,80.75,6.73,1001.1,0.03,
7/30/2017,04:00,3.64,2.11,,,,,,,2.87,50.18,27.35,93.51,7.52,1002.37,,
6/23/2015,18:00,7.21,10.08,4.57,4.59,0.07,,6.35,28.06,2.73,51.58,28.59,81.95,101.7,995.85,,
12/02/2018,14:00,,,,,,,95.99,753.84,2.34,224.35,27.16,43.83,547.26,1010.19,0.03,
16/01/2018,13:00,2.49,6.8,,,,,109.07,143.13,1.6,237.92,17.36,95.6,231.67,1011.99,,
12/18/2015,10:00,150.92,20.73,3.55,3.67,12.9,7.01,85.6,,2.15,60.29,18.06,74.81,360.29,1016.17,,
18/01/2018,16:00,2.22,7.02,,,,,118.87,166.22,2.03,236.84,23.52,72.52,212.49,1009.95,,
04/08/2016,05:00,40.75,5.6,0.35,0.62,32.86,23.13,,,3.81,62.11,22.02,85.84,6.6,1007.33,0.5,
08/03/2016,10:00,3.25,6.72,0.88,0.83,14.52,4.79,9.88,39.13,2.18,103.5,33.29,58.51,758.31,998.95,0.02,
16/02/2016,01:00,154.26,38.76,4.99,4.97,0.42,0.39,,,0.96,72.89,20.08,88.22,7.54,1015.2,,
09/03/2014,09:00,3.41,7.57,1.6,1.64,6.61,6.11,11.46,39.06,2.58,144.35,28.21,81.12,319.67,1006.68,,
11/02/2016,15:00,73.37,14.19,4.85,4.87,0.19,0.32,,,2.79,205.02,25.38,60.52,363.0,1009.28,0.02,
6/14/2014,09:00,3.92,7.35,0.68,1.24,,,42.53,64.0,2.93,130.18,31.93,75.62,581.78,,,
12/24/2014,13:00,6.59,8.76,1.32,1.47,15.02,6.37,21.45,81.34,2.76,94.29,25.92,44.4,592.67,1014.35,0.02,
04/09/2013,11:00,4.99,1.33,2.69,2.63,17.25,16.5,51.75,89.1,4.05,289.09,30.8,61.66,756.29,1089.88,0.03,1.45
07/05/2018,03:00,3.82,4.23,,,,,,,1.25,159.26,26.22,96.87,7.13,998.96,,
12/01/2017,12:00,2.64,5.26,,,,,21.09,67.92,1.35,94.81,25.83,56.03,664.16,1012.44,,
05/04/2019,21:00,49.81,25.88,2.5,0.85,1.4,11.94,89.08,153.0,0.35,241.62,26.26,77.89,8.09,1011.3,0.04,
12/26/2016,23:00,1.5,21.43,3.51,4.3,,,79.6,153.13,2.0,319.12,20.87,79.76,7.23,1013.09,3.63,
19/02/2018,22:00,33.78,25.06,,,,,168.76,363.57,0.35,171.67,21.46,78.07,8.2,1012.03,,
10/19/2015,23:00,12.65,30.99,2.08,1.57,0.17,15.86,113.1,193.53,0.69,312.32,27.23,80.77,7.84,1009.79,,
5/21/2015,03:00,3.33,9.79,3.66,4.11,5.03,2.06,60.11,102.24,2.2,258.64,27.82,76.53,7.1,1001.38,0.02,
08/10/2013,13:00,1.68,0.06,1.46,1.48,7.25,5.39,10.94,28.83,3.9,189.11,31.1,69.75,860.97,1083.96,0.03,1.82
8/16/2018,11:00,2.97,5.98,,,8.09,4.34,,31.81,0.44,120.04,31.28,68.51,860.54,1004.03,,
12/03/2016,17:00,1.14,8.85,3.3,3.2,26.66,25.12,,,0.79,275.28,27.54,54.34,59.59,1013.03,,
10/02/2017,16:00,3.91,0.65,,4.29,,,69.68,144.49,3.2,244.49,26.42,37.87,277.08,1010.13,,
4/16/2017,20:00,2.33,8.41,,,,,39.13,93.0,1.47,37.95,25.86,70.47,7.84,1005.36,,
02/01/2016,15:00,21.22,10.07,4.37,4.39,0.05,,27.0,67.97,1.42,92.27,27.34,37.75,413.0,1014.19,,
07/11/2013,16:00,2.82,1.81,1.2,1.15,7.58,6.51,2.17,23.03,5.05,166.51,32.55,65.83,468.74,1079.66,0.03,1.9
05/08/2013,20:00,,,3.27,3.05,11.56,19.03,25.97,28.26,3.8,186.85,24.82,91.66,6.95,1083.25,0.03,2.38
29/01/2016,16:00,95.67,13.91,4.57,4.57,0.3,0.4,,,2.48,209.73,23.34,42.1,225.63,1012.66,,
6/24/2017,12:00,2.17,2.2,,,12.28,7.63,,,4.32,85.4,29.92,76.88,935.67,999.78,,
07/01/2016,11:00,3.1,3.92,0.41,0.51,13.69,6.67,,23.14,3.03,133.91,31.55,66.58,740.63,1000.9,0.05,
5/31/2018,11:00,2.4,6.44,,,,,27.25,43.23,0.62,67.8,25.62,93.65,137.13,1006.64,0.95,
09/10/2018,11:00,2.95,6.64,,,6.81,5.74,24.94,70.09,1.04,304.23,27.28,84.11,206.17,1011.3,,
7/30/2014,07:00,2.32,5.22,1.04,1.16,8.78,8.11,,18.81,2.59,,26.07,87.29,215.01,1001.56,,
06/06/2013,19:00,1.54,10.35,0.83,0.72,17.34,23.86,32.94,,2.8,189.09,31.43,73.8,21.09,1080.72,0.04,1.8
11/09/2017,02:00,12.38,10.05,,,,,40.56,95.78,0.53,61.52,22.1,84.24,8.18,1009.84,,
10/10/2017,02:00,11.17,6.22,,,1.88,2.25,29.88,104.36,0.49,336.05,27.0,90.92,7.97,1005.61,,
7/23/2013,04:00,2.38,5.65,1.42,1.6,1.63,2.89,8.11,,1.29,131.27,27.48,88.0,7.63,1078.48,0.02,1.21
29/03/2017,13:00,4.69,5.58,,,3.9,,52.78,78.5,3.27,54.77,23.5,93.01,246.48,1009.51,0.03,
05/09/2016,19:00,39.5,12.1,1.41,,,,26.0,71.0,1.82,0.38,28.39,62.4,13.15,1006.24,,
12/13/2013,14:00,6.23,7.93,,,23.35,9.72,62.28,116.28,2.61,107.03,25.41,53.76,425.19,,0.02,
10/04/2015,06:00,6.89,8.0,0.66,0.91,2.39,6.43,44.76,84.84,1.6,43.18,26.74,91.17,9.73,1009.11,0.02,
10/04/2017,21:00,6.38,11.04,,,5.13,10.35,41.0,84.0,0.42,317.52,30.83,78.43,8.06,1005.36,,
8/19/2017,23:00,3.56,2.87,,,,,21.19,41.67,0.44,246.93,29.17,82.99,8.06,1005.94,,
14/01/2017,12:00,1.21,13.72,,3.88,,,138.29,214.04,2.16,152.83,20.71,54.48,604.68,1014.69,0.02,
10/18/2013,23:00,15.94,14.66,2.74,2.1,3.54,5.79,94.96,153.7,1.28,358.24,29.23,80.01,7.62,1091.71,0.05,1.55
11/05/2015,06:00,5.66,7.51,1.54,1.99,8.92,5.17,22.94,54.68,2.14,50.75,22.89,87.16,7.2,1011.45,0.02,
12/28/2013,13:00,9.81,16.45,1.27,1.44,1.27,2.17,184.2,247.09,0.89,356.24,16.64,90.79,7.83,,,
01/05/2015,07:00,5.23,6.42,1.47,1.44,6.27,6.88,49.03,59.33,3.51,226.49,18.56,90.3,9.98,1010.71,0.03,
12/10/2015,16:00,58.51,10.36,3.22,3.22,34.45,19.58,53.97,95.69,3.01,217.5,25.38,60.89,206.08,1009.95,0.02,
08/08/2016,01:00,3.49,8.0,0.97,1.23,2.38,3.47,9.93,23.69,1.66,44.55,26.8,92.15,7.29,1003.03,0.02,
04/07/2018,17:00,0.57,5.01,,,,,44.0,89.78,1.17,184.21,30.95,52.54,157.22,1006.62,,
12/22/2014,02:00,94.41,19.45,4.01,3.5,2.66,1.95,248.87,388.97,0.84,225.55,16.46,89.87,7.7,1013.18,,
5/30/2018,12:00,2.38,4.66,,,,,27.1,68.97,1.62,235.19,32.98,57.23,907.85,1000.82,,
5/26/2013,23:00,,,3.24,3.2,11.85,10.01,53.25,92.78,5.33,311.25,29.9,80.34,6.75,1083.77,0.03,1.58
11/11/2018,10:00,3.04,5.86,,,,,34.7,68.83,0.49,89.89,25.35,74.75,567.6,1014.5,0.04,
21/02/2017,15:00,3.95,1.04,,4.78,,,84.59,117.88,1.05,12.02,26.67,75.28,423.14,1006.85,,
05/01/2018,21:00,9.48,13.3,,,,,34.16,80.61,0.44,52.03,24.41,82.59,7.85,1007.83,0.02,
12/09/2017,02:00,5.0,6.78,,,,,60.94,106.78,0.64,62.0,20.69,87.67,8.11,1012.1,,
7/13/2017,03:00,3.02,1.49,,,,,2.93,18.75,5.9,170.43,26.12,93.07,6.88,1003.25,1.2,
08/10/2018,18:00,4.29,10.31,,,,,49.93,164.58,0.44,239.77,29.65,71.57,13.92,1005.9,,
8/26/2017,01:00,5.4,3.59,,,,,25.0,73.22,0.96,97.56,28.83,86.88,8.04,999.95,,
4/27/2016,05:00,26.22,5.14,1.36,1.41,18.69,19.28,13.0,32.13,2.45,42.29,23.96,91.41,7.29,1006.98,0.02,
10/02/2014,18:00,3.33,12.43,2.36,,23.42,,49.84,104.75,1.16,260.95,30.33,67.49,17.53,1005.88,,
06/04/2019,21:00,32.69,25.83,2.86,1.67,0.87,10.71,136.4,271.46,0.38,331.85,26.67,77.98,7.78,1008.59,0.04,
12/26/2013,17:00,4.61,9.63,0.51,0.61,9.15,9.31,136.89,207.63,3.01,178.76,17.72,87.33,15.85,,0.02,
10/08/2017,08:00,4.21,4.25,,,4.27,4.32,,9.25,0.58,62.9,26.64,92.56,217.71,1007.67,0.02,
09/09/2013,04:00,1.46,4.4,0.85,1.35,3.52,3.14,28.77,34.87,1.65,129.2,27.04,90.57,7.34,1088.96,0.03,1.49
02/11/2013,19:00,8.25,25.13,3.27,1.68,12.12,30.44,80.82,174.37,2.05,50.04,24.82,48.91,7.92,1092.14,,1.18
11/07/2013,09:00,1.45,6.04,1.58,1.64,8.46,7.04,18.17,55.92,6.26,55.57,23.43,70.5,479.42,,,
7/15/2017,12:00,2.94,2.38,,,,,,,5.76,119.41,31.1,71.31,925.23,1001.27,0.02,
4/16/2017,15:00,3.46,4.86,,,39.6,31.82,,,1.05,128.13,27.45,58.42,608.23,1005.21,,
03/10/2016,24:00:00,,,,,,,,,1.19,176.24,25.1,79.5,7.47,1010.87,,
7/15/2016,04:00,2.67,3.63,0.66,1.03,7.42,3.99,15.72,26.05,2.53,166.34,27.45,89.63,7.08,1000.02,,
1/26/2014,21:00,75.27,27.66,4.74,2.05,1.93,16.96,198.43,302.7,0.61,78.59,20.59,88.37,8.11,,,
10/04/2014,20:00,3.53,16.35,2.8,2.32,9.12,20.49,,,1.11,258.1,29.16,78.65,7.3,1007.54,,
09/02/2013,18:00,7.12,13.68,0.92,0.62,3.45,6.38,10.25,23.45,1.3,331.05,28.53,88.02,34.65,1084.33,0.06,2.35
10/20/2016,24:00:00,11.37,23.99,2.34,2.73,0.8,8.19,50.68,152.53,0.52,63.26,27.2,74.95,7.85,1004.8,,
3/15/2016,12:00,,,,,,,,,2.87,203.11,29.18,45.78,784.5,1012.03,0.02,
7/21/2016,04:00,3.61,5.02,0.66,1.06,,,11.15,33.16,0.59,194.92,26.6,92.63,7.91,1002.31,0.03,
3/28/2016,09:00,36.08,7.89,0.72,0.61,27.2,37.18,,,2.66,57.48,22.03,95.25,21.34,1014.51,0.45,
4/30/2018,07:00,2.5,4.4,,,,,21.9,37.88,2.33,52.67,21.41,94.32,52.72,1007.9,0.06,
23/01/2018,05:00,7.55,8.39,,,,,116.55,167.98,0.47,60.63,16.75,96.29,8.22,1010.03,,
2/15/2013,05:00,5.87,16.21,1.83,3.23,5.83,5.1,142.01,200.92,3.09,178.62,17.58,82.98,7.83,1093.86,,1.27
01/09/2014,17:00,4.06,7.93,0.8,0.91,20.53,17.06,82.86,142.0,3.62,238.85,21.49,67.21,71.62,,0.03,
11/23/2018,01:00,,,2.0,2.41,,,110.66,180.97,0.58,60.97,19.87,86.58,8.02,1015.05,0.03,
01/10/2014,09:00,2.69,9.18,1.03,1.13,6.08,5.34,86.71,136.19,3.94,56.82,14.8,98.53,99.38,,0.02,
10/26/2016,21:00,8.73,16.04,2.96,2.28,0.85,8.13,33.97,94.81,0.49,76.9,28.74,77.61,7.88,1009.87,,
10/06/2013,15:00,2.49,8.24,1.44,1.33,5.51,5.68,,,3.68,347.72,24.16,96.71,78.11,1087.63,0.41,1.77
9/14/2013,10:00,1.33,5.32,0.73,0.73,6.5,5.05,8.96,19.77,4.1,103.09,27.46,78.69,295.01,1088.66,0.03,1.39
10/02/2016,05:00,4.7,8.5,1.76,2.25,,,26.05,49.81,0.55,9.66,28.02,93.27,8.31,1007.88,,
04/03/2018,15:00,1.47,4.63,,,,,53.16,132.03,1.55,229.81,30.98,51.33,505.32,1006.17,,
04/04/2016,13:00,38.65,8.28,0.73,0.64,23.34,18.17,,,2.97,88.84,26.43,78.92,348.83,1007.8,0.02,
04/04/2019,20:00,7.17,22.85,1.11,0.54,5.31,15.84,44.3,106.52,0.44,59.73,27.94,69.76,8.03,1009.18,,
12/08/2014,23:00,7.12,13.84,1.37,1.41,5.14,8.92,73.72,104.03,1.06,300.99,18.91,91.14,7.69,1013.84,,
06/09/2013,05:00,1.86,2.86,0.59,0.84,6.24,4.78,16.86,21.86,3.29,136.08,27.79,88.11,6.99,1079.4,0.03,2.14
11/17/2017,23:00,6.72,9.94,,,,,26.98,75.13,0.39,341.18,25.59,82.42,8.15,1011.21,,
06/07/2017,08:00,3.11,2.3,,,5.4,1.54,30.96,71.72,0.73,89.09,29.68,83.0,422.92,1004.93,,
12/09/2013,17:00,7.71,13.66,0.82,0.94,7.12,10.65,27.35,73.02,2.73,12.89,26.06,57.86,46.0,,,
07/08/2017,13:00,3.57,2.28,,,,,2.03,25.06,2.75,155.74,31.09,69.88,521.88,1001.74,,
04/10/2017,24:00:00,16.73,14.21,,,2.99,20.58,150.72,,0.44,69.2,26.06,83.12,7.81,1005.23,,
11/05/2013,04:00,,3.63,1.83,2.85,6.27,5.53,68.78,100.78,3.33,27.14,22.14,88.46,7.32,,,
20/01/2016,02:00,117.05,34.86,4.81,4.8,0.71,0.71,,,0.97,60.86,18.22,68.86,7.8,1011.81,,
10/02/2019,22:00,5.05,19.61,0.83,0.56,,,83.72,,0.55,279.15,19.72,61.8,7.87,1018.46,,
6/30/2015,23:00,8.35,11.35,5.22,4.99,0.12,1.48,56.92,122.53,2.75,153.12,28.47,82.06,7.01,1005.49,0.02,
12/11/2018,15:00,,,0.55,0.63,,,16.88,68.93,0.61,111.7,28.97,46.53,363.47,1009.81,,
1/25/2014,13:00,0.1,10.12,1.44,1.57,22.39,8.89,82.8,162.5,3.55,104.85,25.53,59.5,549.13,,0.03,
08/12/2018,16:00,2.33,8.83,,,7.91,6.5,15.87,53.94,0.55,111.77,30.22,76.68,269.22,996.01,0.04,
05/12/2016,21:00,18.26,15.01,1.44,1.51,,,35.03,69.56,1.73,52.6,26.39,73.23,7.41,1003.81,,
03/07/2014,12:00,,9.9,1.88,1.89,30.89,15.18,54.19,112.94,3.11,128.89,27.16,41.46,759.73,,0.02,
28/06/2019,04:00,4.22,5.32,0.33,0.58,0.71,1.22,9.97,25.98,0.82,102.86,26.43,98.39,7.73,998.55,1.03,
24/01/2018,01:00,20.36,15.91,,,,,196.03,319.04,0.5,54.87,18.69,85.19,8.36,1009.65,,
7/19/2016,22:00,15.35,16.32,1.72,1.33,,,45.93,67.14,1.46,63.04,26.63,94.8,7.19,1002.95,,
12/06/2014,04:00,12.31,13.42,0.93,2.23,0.6,0.73,,68.28,2.17,50.87,19.07,76.92,7.36,1012.12,,
09/01/2016,11:00,8.96,11.72,1.43,1.21,1.15,3.67,11.13,24.41,2.46,149.71,25.59,96.46,120.64,1004.73,0.42,
12/18/2014,17:00,6.68,10.97,1.51,1.5,14.54,13.23,106.19,152.27,2.83,236.51,20.03,81.73,53.4,1015.31,0.02,
3/23/2013,24:00:00,30.64,30.81,3.76,3.15,5.31,18.43,108.38,188.0,1.58,315.73,25.62,80.1,7.66,1092.78,0.02,1.21
4/26/2015,19:00,,10.91,3.37,3.29,0.08,2.25,29.78,74.8,1.74,122.55,27.05,69.13,11.64,1009.41,0.02,
11/02/2016,06:00,75.37,15.47,4.91,4.87,0.4,0.47,,,1.1,56.44,18.28,96.67,7.88,1011.05,,
02/07/2015,12:00,0.19,11.4,2.26,2.42,26.1,9.67,67.91,155.15,3.12,99.8,22.67,51.13,668.31,1015.49,0.02,
12/12/2014,03:00,7.01,12.23,1.33,1.74,3.58,2.96,93.61,128.41,1.03,315.94,17.05,96.14,7.37,1014.04,,
03/10/2013,11:00,5.88,7.39,2.47,2.52,33.9,20.63,105.47,205.12,4.19,215.19,28.38,48.06,667.44,1093.85,0.01,1.42
07/04/2017,02:00,3.15,2.32,,,,,7.94,21.03,2.81,129.29,27.21,88.01,6.92,998.43,0.03,
09/02/2014,21:00,12.58,16.95,2.23,1.81,4.88,12.23,34.03,77.42,0.78,277.78,29.47,76.64,7.2,1004.88,,
07/03/2015,02:00,2.77,5.43,4.54,4.61,1.63,1.48,19.66,30.91,3.48,168.29,27.08,85.41,6.96,1001.51,,
1/16/2013,03:00,55.74,12.38,2.31,3.41,1.35,2.65,214.57,322.97,2.74,199.86,15.17,87.3,7.51,1099.04,0.01,1.29
8/17/2013,24:00:00,2.03,4.04,1.87,2.04,8.26,11.55,7.94,,4.03,192.02,26.87,90.13,6.63,1082.21,2.82,2.27
6/18/2018,20:00,7.45,12.89,,,,,47.0,91.2,0.44,77.74,28.56,81.83,7.85,997.86,,
11/06/2018,20:00,3.08,8.22,,,,,54.03,108.17,0.42,80.79,24.56,90.27,8.07,1011.63,0.03,
11/28/2014,09:00,12.24,10.54,1.05,1.03,3.05,1.31,57.35,84.75,2.51,75.65,19.5,79.94,295.44,1013.8,0.03,
4/30/2014,15:00,,,2.3,2.49,3.43,2.37,,66.75,1.82,212.89,35.37,38.86,397.08,,0.03,
07/06/2013,21:00,9.29,8.15,1.86,1.52,1.85,3.56,28.83,64.72,2.54,74.99,28.04,88.21,6.96,1084.87,0.03,2.15
11/04/2016,04:00,4.2,8.87,1.92,2.28,0.06,0.5,14.28,45.5,0.96,54.89,26.31,78.95,8.12,1010.1,,
01/07/2019,15:00,22.04,10.02,0.75,0.59,,,26.76,77.86,0.71,147.95,27.82,39.87,441.35,1011.08,,
2/28/2014,23:00,3.81,18.21,3.58,2.43,1.36,10.26,118.0,194.92,1.3,274.44,21.31,87.4,7.53,,,
02/03/2015,04:00,11.77,25.04,2.69,3.4,0.27,2.02,137.81,197.82,2.35,43.28,14.78,87.73,7.4,1017.42,0.02,
05/04/2019,20:00,29.18,26.96,2.11,0.57,1.41,13.5,51.08,123.63,0.33,309.73,26.72,74.34,7.53,1010.23,0.04,
4/25/2016,18:00,25.22,8.88,1.22,1.07,26.85,33.63,27.12,77.52,2.75,76.64,29.49,69.03,62.86,1003.28,,
10/02/2016,03:00,75.98,17.8,4.89,4.86,0.42,0.42,,,1.71,54.11,20.01,83.62,7.22,1010.04,,
12/05/2012,01:00,29.69,5.14,7.41,7.04,1.5,1.9,180.6,262.94,2.69,191.08,20.17,84.25,7.47,1094.85,0.03,1.25
6/28/2017,12:00,3.44,2.24,,,5.09,4.0,,16.81,4.43,35.18,27.53,89.83,385.13,1004.01,0.03,
12/02/2015,10:00,223.56,23.09,2.73,2.73,7.22,3.45,40.78,,2.73,66.47,23.53,70.13,400.4,1014.75,0.02,
10/15/2014,20:00,4.75,17.41,2.77,2.53,5.23,14.11,42.0,74.0,1.8,171.5,27.77,84.27,6.91,1010.4,0.03,
02/03/2018,11:00,1.66,6.42,,,,,62.19,114.41,0.88,93.05,26.32,62.52,587.36,1010.55,,
05/01/2016,15:00,52.77,11.09,4.44,4.45,7.23,7.23,43.19,,4.43,222.37,24.94,46.39,388.78,1012.75,0.02,
08/08/2015,08:00,6.03,3.82,7.58,8.09,0.13,0.1,37.66,52.85,1.36,114.36,27.53,84.01,229.35,1003.6,,
9/16/2017,18:00,3.32,3.16,,,,,,62.59,3.03,249.12,32.63,71.64,32.54,998.49,,
4/21/2017,07:00,2.79,3.44,,,31.06,,10.97,21.94,1.22,76.88,21.99,98.23,13.92,1007.33,1.47,
09/01/2014,12:00,4.25,8.37,1.69,1.56,12.29,8.04,5.0,29.23,2.16,328.54,32.74,54.42,907.05,1004.5,,
7/26/2016,23:00,11.58,12.94,1.72,1.38,,8.12,59.61,112.53,0.52,214.57,26.54,87.87,7.45,1007.99,,
13/06/2019,23:00,15.49,15.12,0.84,0.67,1.35,3.2,51.55,104.4,0.61,114.14,30.05,83.7,8.39,998.79,,
7/15/2017,17:00,2.86,2.21,,,,,,,2.73,325.27,33.05,64.97,354.01,997.3,,
26/03/2019,05:00,4.13,11.02,0.32,1.26,,,72.48,138.25,1.26,54.94,21.75,67.79,7.64,1009.88,0.04,
9/19/2016,18:00,2.81,10.33,1.81,1.62,8.65,12.3,,,1.51,359.72,27.33,87.43,27.91,1002.23,,
6/29/2017,11:00,3.11,2.04,,,8.88,4.89,9.03,27.16,2.72,117.12,30.64,73.65,613.92,1002.5,0.02,
22/05/2019,03:00,3.42,6.2,0.3,0.7,,,26.18,52.3,1.66,15.42,25.2,85.09,7.41,1005.6,5.47,
11/03/2018,16:00,1.97,4.62,,,,,44.03,132.5,4.47,240.74,30.91,31.87,399.91,1008.57,0.02,
08/10/2014,02:00,3.14,9.16,1.29,1.55,6.58,7.25,8.92,,1.92,51.72,26.81,88.29,7.36,1003.46,,
7/30/2013,13:00,1.92,1.09,1.34,1.38,12.47,7.08,13.99,33.0,4.01,220.6,32.73,64.66,828.16,1075.94,0.04,1.36
07/11/2015,18:00,3.64,6.51,5.41,5.26,0.88,1.92,,,1.76,261.8,32.67,63.53,72.14,1000.16,,
26/02/2016,10:00,,,4.95,4.96,0.28,0.38,,,3.34,54.16,24.33,64.4,558.07,1018.61,0.03,
06/06/2018,08:00,2.58,4.05,,,,,,30.28,2.03,43.73,24.02,95.56,64.82,1007.25,0.52,
5/19/2014,20:00,6.22,28.23,1.18,0.8,0.12,0.09,48.75,108.98,2.24,58.6,31.01,71.13,7.37,,0.03,
15/02/2019,18:00,3.57,10.81,0.6,0.51,37.08,43.16,59.25,123.56,0.73,259.12,26.14,57.71,24.93,1012.17,,
04/09/2014,18:00,3.62,12.19,3.66,2.81,8.11,12.59,40.97,74.0,6.13,72.12,27.89,74.54,61.12,,0.03,
10/01/2018,10:00,5.01,7.02,,,,,,101.31,0.61,97.04,16.63,79.04,450.04,1017.45,,
11/27/2013,08:00,7.99,5.77,0.76,0.88,6.22,3.81,19.88,39.1,4.09,43.99,20.02,71.26,190.68,,0.03,
03/11/2013,11:00,5.72,7.32,2.45,2.57,28.48,14.43,76.0,150.0,4.02,200.62,27.86,45.03,625.12,1094.29,0.03,1.39
6/26/2015,17:00,15.22,7.78,4.27,4.23,1.22,1.1,6.0,54.0,3.89,149.21,30.65,71.29,218.27,991.66,0.21,
1/18/2015,14:00,15.4,8.84,2.03,,23.9,,,,6.05,222.95,21.23,70.29,557.75,1013.02,0.02,
6/27/2015,05:00,2.86,4.63,4.25,4.61,1.76,,8.03,24.79,4.27,106.28,25.94,90.06,6.55,995.56,1.23,
06/06/2015,15:00,4.94,9.59,4.09,3.74,1.28,1.56,18.34,42.12,1.63,345.35,31.55,72.68,584.99,1001.18,0.03,
11/11/2016,04:00,29.26,13.08,2.42,3.01,,,99.08,179.34,3.67,118.97,22.8,91.84,7.73,1010.36,,
9/21/2013,01:00,2.93,5.25,1.2,1.25,3.48,4.07,37.59,70.82,3.32,67.59,29.29,86.33,6.84,1085.74,0.01,1.65
07/01/2014,12:00,3.2,8.16,0.79,0.62,11.75,8.57,13.0,29.91,2.6,,30.71,68.67,977.94,1002.58,0.04,
22/02/2017,18:00,3.04,0.78,,4.1,,,62.22,129.34,2.49,242.79,26.83,71.94,27.13,1006.52,,
10/03/2016,05:00,3.51,7.36,1.63,1.95,,0.39,37.21,59.56,0.67,60.37,26.91,88.11,8.08,1006.43,,
07/10/2014,03:00,5.15,8.81,1.26,1.56,4.19,3.97,94.04,136.28,0.91,,27.67,88.32,6.8,998.54,,
19/02/2018,14:00,2.01,4.75,,,,,82.72,193.66,2.71,214.06,27.29,37.9,618.0,1010.84,0.03,
24/01/2017,23:00,15.11,20.47,,5.37,,,102.6,176.28,0.44,43.83,20.99,65.21,8.21,1016.97,,
12/30/2016,01:00,14.12,22.33,3.37,5.09,,,,91.9,1.09,49.86,20.44,60.4,7.88,1013.55,,
07/06/2018,24:00:00,14.78,9.71,,,,,38.48,87.0,2.12,136.53,28.35,83.51,7.42,999.64,0.02,
02/01/2017,04:00,106.54,17.53,,6.03,,,435.12,546.98,0.44,71.18,18.52,92.49,7.99,1013.23,,
13/03/2017,17:00,3.45,0.87,,5.74,,,20.03,77.81,5.19,242.67,26.07,35.45,127.87,1011.4,0.03,
11/04/2017,09:00,5.87,8.19,,,,,15.22,55.81,0.8,70.72,27.28,63.04,476.95,1013.65,,
10/03/2017,05:00,4.6,3.33,,,3.14,2.88,7.03,29.13,0.45,73.11,26.51,89.21,7.95,1005.11,,
12/10/2016,22:00,60.83,29.79,8.07,6.0,0.18,9.31,297.84,490.19,0.44,16.75,20.99,72.04,8.15,1010.77,,
24/02/2016,23:00,,,5.09,5.11,0.51,0.43,,,2.09,62.42,21.79,83.27,7.31,1013.94,,
24/02/2018,11:00,2.15,7.05,,,,,74.66,120.55,2.78,76.79,25.06,67.05,636.18,1015.32,0.03,
5/14/2017,23:00,3.81,7.11,,,7.33,13.69,34.0,58.87,1.48,55.67,26.47,90.25,7.78,1004.16,0.04,
8/19/2014,05:00,2.27,6.54,1.33,1.5,14.64,11.84,16.7,25.0,2.68,124.95,25.09,95.53,6.82,1006.79,1.29,
11/28/2018,10:00,,,,,,,22.05,54.35,0.5,95.68,24.08,61.04,567.01,1017.85,0.03,
21/06/2019,13:00,,,0.11,0.25,5.55,2.76,17.0,26.0,2.19,27.24,30.35,78.91,768.84,1002.99,,
07/05/2016,21:00,3.55,8.09,0.67,0.75,9.31,9.07,9.97,21.03,3.1,162.9,28.1,81.18,6.68,999.71,0.04,
06/07/2018,23:00,6.85,14.14,,,,,40.0,105.77,0.46,56.91,30.11,81.82,8.0,1000.78,,
